ticker,name,premium_code,free_code
ITC,ITC Holdings Corp.,EOD/ITC,GOOG/NYSE_ITC
ITT,ITT Corporation,EOD/ITT,GOOG/NYSE_ITT
ESI,ITT Educational Services,EOD/ESI,GOOG/NYSE_ESI
IVH,Ivy High Income Opportunities Fund,EOD/IVH,
JPM,J P Morgan Chase & Co,EOD/JPM,GOOG/NYSE_JPM
JPM_WS,J P Morgan Chase & Co,EOD/JPM_WS,
JPM_A,J P Morgan Chase & Co,,GOOG/NYSE_JPM_A
JPM_B,J P Morgan Chase & Co,,GOOG/NYSE_JPM_B
JPM_D,J P Morgan Chase & Co,,GOOG/NYSE_JPM_D
JPM_E,J P Morgan Chase & Co,,
JPM_F,J P Morgan Chase & Co,,
JPM_G,J P Morgan Chase & Co,,
JPM_H,J P Morgan Chase & Co,,
JAX,J. Alexander&#39;s Holdings,EOD/JAX,
JCP,J.C. Penney Company,EOD/JCP,GOOG/NYSE_JCP
JGW,J.G. Wentworth Company (The),EOD/JGW,GOOG/NYSE_JGW
SJM,J.M. Smucker Company (The),EOD/SJM,GOOG/NYSE_SJM
JBL,Jabil Circuit,EOD/JBL,GOOG/NYSE_JBL
JEC,Jacobs Engineering Group Inc.,EOD/JEC,GOOG/NYSE_JEC
JHX,James Hardie Industries plc.,EOD/JHX,GOOG/NYSE_JHX
JNS,Janus Capital Group,EOD/JNS,GOOG/NYSE_JNS
JOF,Japan Smaller Capitalization Fund Inc,EOD/JOF,GOOG/NYSE_JOF
JAH,Jarden Corporation,EOD/JAH,GOOG/NYSE_JAH
JMI           ,Javelin Mortgage Investment Corp.,EOD/JMI           ,GOOG/NYSE_JMI           
JCAP,Jernigan Capital,EOD/JCAP,
JKS,JinkoSolar Holding Company Limited,EOD/JKS,GOOG/NYSE_JKS
JMP,JMP Group LLC,EOD/JMP,GOOG/NYSE_JMP
JMPB,JMP Group LLC,EOD/JMPB,
JMPC,JMP Group LLC,EOD/JMPC,
JBT,John Bean Technologies Corporation,EOD/JBT,GOOG/NYSE_JBT
BTO,John Hancock Financial Opportunities Fund,EOD/BTO,GOOG/NYSE_BTO
HEQ,John Hancock Hedged Equity & Income Fund,EOD/HEQ,GOOG/NYSE_HEQ
JHS,John Hancock Income Securities Trust,EOD/JHS,GOOG/NYSE_JHS
JHI,John Hancock Investors Trust,EOD/JHI,GOOG/NYSE_JHI
HPF,John Hancock Pfd Income Fund II,EOD/HPF,GOOG/NYSE_HPF
HPI,John Hancock Preferred Income Fund,EOD/HPI,GOOG/NYSE_HPI
HPS,John Hancock Preferred Income Fund III,EOD/HPS,GOOG/NYSE_HPS
PDT,John Hancock Premium Dividend Fund,EOD/PDT,GOOG/NYSE_PDT
HTD,John Hancock Tax Advantaged Dividend Income Fund,EOD/HTD,GOOG/NYSE_HTD
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,EOD/HTY,GOOG/NYSE_HTY
JW_A,John Wiley & Sons,EOD/JW_A,GOOG/NYSE_JW_A
JW_B,John Wiley & Sons,EOD/JW_B,GOOG/NYSE_JW_B
JNJ,Johnson & Johnson,EOD/JNJ,GOOG/NYSE_JNJ
JCI,Johnson Controls,EOD/JCI,GOOG/NYSE_JCI
JONE,Jones Energy,EOD/JONE,GOOG/NYSE_JONE
JLL,Jones Lang LaSalle Incorporated,EOD/JLL,GOOG/NYSE_JLL
JMG,Journal Media Group,EOD/JMG,
JOY,Joy Global Inc.,EOD/JOY,GOOG/NYSE_JOY
JPEP,JP Energy Partners LP,EOD/JPEP,
JFC,JPMorgan China Region Fund,EOD/JFC,GOOG/NYSE_JFC
JMEI,Jumei International Holding Limited,EOD/JMEI,
JNPR,Juniper Networks,EOD/JNPR,GOOG/NYSE_JNPR
JP,Jupai Holdings Limited,EOD/JP,
JE,Just Energy Group,EOD/JE,GOOG/NYSE_JE
LRN,K12 Inc,EOD/LRN,GOOG/NYSE_LRN
KAI,Kadant Inc,EOD/KAI,GOOG/NYSE_KAI
KAMN,Kaman Corporation,EOD/KAMN,GOOG/NYSE_KAMN
KSU,Kansas City Southern,EOD/KSU,GOOG/NYSE_KSU
KSU_,Kansas City Southern,,GOOG/NYSE_KSU_
KS,KapStone Paper and Packaging Corporation,EOD/KS,GOOG/NYSE_KS
KAR,KAR Auction Services,EOD/KAR,GOOG/NYSE_KAR
KATE,Kate Spade & Company,EOD/KATE,GOOG/NYSE_KATE
KED,Kayne Anderson Energy Development Company,EOD/KED,GOOG/NYSE_KED
KYE,Kayne Anderson Energy Total Return Fund,EOD/KYE,GOOG/NYSE_KYE
KMF,Kayne Anderson Midstream Energy Fund,EOD/KMF,GOOG/NYSE_KMF
KYN,Kayne Anderson MLP Investment Company,EOD/KYN,GOOG/NYSE_KYN
KYN_E,Kayne Anderson MLP Investment Company,,GOOG/NYSE_KYN_E
KYN_F,Kayne Anderson MLP Investment Company,,
KYN_G,Kayne Anderson MLP Investment Company,,
KB,KB Financial Group Inc,EOD/KB,GOOG/NYSE_KB
KBH,KB Home,EOD/KBH,GOOG/NYSE_KBH
KBR,KBR,EOD/KBR,GOOG/NYSE_KBR
KAP,KCAP Financial,EOD/KAP,
KCG,KCG Holdings,EOD/KCG,GOOG/NYSE_KCG
K,Kellogg Company,EOD/K,GOOG/NYSE_K
KEM,Kemet Corporation,EOD/KEM,GOOG/NYSE_KEM
KMPA,Kemper Corporation,EOD/KMPA,
KMPR,Kemper Corporation,EOD/KMPR,GOOG/NYSE_KMPR
KMT,Kennametal Inc.,EOD/KMT,GOOG/NYSE_KMT
KW,Kennedy-Wilson Holdings Inc.,EOD/KW,GOOG/NYSE_KW
KWN,Kennedy-Wilson Holdings Inc.,EOD/KWN,
KEN,Kenon Holdings Ltd.,EOD/KEN,
KEG,Key Energy Services,EOD/KEG,GOOG/NYSE_KEG
KEY,KeyCorp,EOD/KEY,GOOG/NYSE_KEY
KEY_G,KeyCorp,,GOOG/NYSE_KEY_G
KEYS,Keysight Technologies Inc.,EOD/KEYS,
KRC,Kilroy Realty Corporation,EOD/KRC,GOOG/NYSE_KRC
KRC_G,Kilroy Realty Corporation,,GOOG/NYSE_KRC_G
KRC_H,Kilroy Realty Corporation,,GOOG/NYSE_KRC_H
KMB,Kimberly-Clark Corporation,EOD/KMB,GOOG/NYSE_KMB
KIM,Kimco Realty Corporation,EOD/KIM,GOOG/NYSE_KIM
KIM_H_CL,Kimco Realty Corporation,,
KIM_I,Kimco Realty Corporation,,GOOG/NYSE_KIM_I
KIM_J,Kimco Realty Corporation,,GOOG/NYSE_KIM_J
KIM_K,Kimco Realty Corporation,,GOOG/NYSE_KIM_K
KMI,Kinder Morgan,EOD/KMI,GOOG/NYSE_KMI
KMI_WS,Kinder Morgan,EOD/KMI_WS,
KMI_A,Kinder Morgan,,
KND,Kindred Healthcare,EOD/KND,GOOG/NYSE_KND
KING,King Digital Entertainment plc,EOD/KING,
KFS,Kingsway Financial Services,EOD/KFS,GOOG/NYSE_KFS
KGC,Kinross Gold Corporation,EOD/KGC,GOOG/NYSE_KGC
KEX,Kirby Corporation,EOD/KEX,GOOG/NYSE_KEX
KRG,Kite Realty Group Trust,EOD/KRG,GOOG/NYSE_KRG
KRG_A_CL,Kite Realty Group Trust,,
KKR,KKR & Co. L.P.,EOD/KKR,GOOG/NYSE_KKR
KFH,KKR Financial Holdings LLC,EOD/KFH,GOOG/NYSE_KFH
KFI,KKR Financial Holdings LLC,EOD/KFI,
KFN_,KKR Financial Holdings LLC,,GOOG/NYSE_KFN_
KIO,KKR Income Opportunities Fund,EOD/KIO,
KMG,KMG Chemicals,EOD/KMG,GOOG/NYSE_KMG
KNX,Knight Transportation,EOD/KNX,GOOG/NYSE_KNX
KNL,Knoll,EOD/KNL,GOOG/NYSE_KNL
KNOP,KNOT Offshore Partners LP,EOD/KNOP,GOOG/NYSE_KNOP
KN,Knowles Corporation,EOD/KN,
KSS,Kohl&#39;s Corporation,EOD/KSS,GOOG/NYSE_KSS
PHG,Koninklijke Philips N.V.,EOD/PHG,GOOG/NYSE_PHG
KOP,Koppers Holdings Inc.,EOD/KOP,GOOG/NYSE_KOP
KEP,Korea Electric Power Corporation,EOD/KEP,GOOG/NYSE_KEP
KEF,Korea Equity Fund,EOD/KEF,GOOG/NYSE_KEF
KF,Korea Fund,EOD/KF,GOOG/NYSE_KF
KFY,Korn/Ferry International,EOD/KFY,GOOG/NYSE_KFY
KOS,Kosmos Energy Ltd.,EOD/KOS,GOOG/NYSE_KOS
KRA,Kraton Performance Polymers,EOD/KRA,GOOG/NYSE_KRA
KKD,Krispy Kreme Doughnuts,EOD/KKD,GOOG/NYSE_KKD
KR,Kroger Company (The),EOD/KR,GOOG/NYSE_KR
KRO,Kronos Worldwide Inc,EOD/KRO,GOOG/NYSE_KRO
KT,KT Corporation,EOD/KT,GOOG/NYSE_KT
KYO,Kyocera Corporation,EOD/KYO,GOOG/NYSE_KYO
LB,L Brands,EOD/LB,GOOG/NYSE_LB
SCX,L.S. Starrett Company (The),EOD/SCX,GOOG/NYSE_SCX
LLL,L-3 Communications Holdings,EOD/LLL,GOOG/NYSE_LLL
LQ,La Quinta Holdings Inc.,EOD/LQ,
LH,Laboratory Corporation of America Holdings,EOD/LH,GOOG/NYSE_LH
LG,Laclede Group,EOD/LG,GOOG/NYSE_LG
LADR,Ladder Capital Corp,EOD/LADR,
LDR,Landauer,EOD/LDR,GOOG/NYSE_LDR
LCI,Lannett Co Inc,EOD/LCI,
LPI,Laredo Petroleum,EOD/LPI,GOOG/NYSE_LPI
LVS,Las Vegas Sands Corp.,EOD/LVS,GOOG/NYSE_LVS
LHO,LaSalle Hotel Properties,EOD/LHO,GOOG/NYSE_LHO
LHO_H,LaSalle Hotel Properties,,GOOG/NYSE_LHO_H
LHO_I,LaSalle Hotel Properties,,GOOG/NYSE_LHO_I
LFL,LATAM Airlines Group S.A.,EOD/LFL,GOOG/NYSE_LFL
LDF,Latin American Discovery Fund,EOD/LDF,GOOG/NYSE_LDF
LGI,Lazard Global Total Return and Income Fund,EOD/LGI,GOOG/NYSE_LGI
LAZ,Lazard Ltd.,EOD/LAZ,GOOG/NYSE_LAZ
LOR,Lazard World Dividend & Income Fund,EOD/LOR,GOOG/NYSE_LOR
LZB,La-Z-Boy Incorporated,EOD/LZB,GOOG/NYSE_LZB
LF,Leapfrog Enterprises Inc,EOD/LF,GOOG/NYSE_LF
LEA,Lear Corporation,EOD/LEA,GOOG/NYSE_LEA
LEE,Lee Enterprises,EOD/LEE,GOOG/NYSE_LEE
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,EOD/BWG,GOOG/NYSE_BWG
LM,Legg Mason,EOD/LM,GOOG/NYSE_LM
LEG,Leggett & Platt,EOD/LEG,GOOG/NYSE_LEG
CVB,Lehman ABS Corporation,EOD/CVB,GOOG/NYSE_CVB
JBK,Lehman ABS Corporation,EOD/JBK,GOOG/NYSE_JBK
KCC,Lehman ABS Corporation,EOD/KCC,GOOG/NYSE_KCC
KTH,Lehman ABS Corporation,EOD/KTH,GOOG/NYSE_KTH
KTN,Lehman ABS Corporation,EOD/KTN,GOOG/NYSE_KTN
KTP,Lehman ABS Corporation,EOD/KTP,GOOG/NYSE_KTP
XKE,Lehman ABS Corporation,EOD/XKE,GOOG/NYSE_XKE
LDOS,Leidos Holdings,EOD/LDOS,
LEJU,Leju Holdings Limited,EOD/LEJU,
LC,LendingClub Corporation,EOD/LC,
LEN,Lennar Corporation,EOD/LEN,GOOG/NYSE_LEN
LEN_B,Lennar Corporation,EOD/LEN_B,GOOG/NYSE_LEN_B
LII,Lennox International,EOD/LII,GOOG/NYSE_LII
LUK,Leucadia National Corporation,EOD/LUK,GOOG/NYSE_LUK
LVLT,Level 3 Communications,EOD/LVLT,GOOG/NYSE_LVLT
LXP,Lexington Realty Trust,EOD/LXP,GOOG/NYSE_LXP
LXP_C,Lexington Realty Trust,,GOOG/NYSE_LXP_C
LXK,Lexmark International,EOD/LXK,GOOG/NYSE_LXK
LPL,LG Display Co.,EOD/LPL,GOOG/NYSE_LPL
USA,Liberty All-Star Equity Fund,EOD/USA,GOOG/NYSE_USA
ASG,Liberty All-Star Growth Fund,EOD/ASG,GOOG/NYSE_ASG
LPT,Liberty Property Trust,EOD/LPT,
LOCK,LifeLock,EOD/LOCK,GOOG/NYSE_LOCK
LITB,LightInTheBox Holding Co.,EOD/LITB,GOOG/NYSE_LITB
LNC,Lincoln National Corporation,EOD/LNC,GOOG/NYSE_LNC
LNC_WS,Lincoln National Corporation,EOD/LNC_WS,
LNN,Lindsay Corporation,EOD/LNN,GOOG/NYSE_LNN
LNKD,LinkedIn Corporation,EOD/LNKD,GOOG/NYSE_LNKD
LGF,Lions Gate Entertainment Corporation,EOD/LGF,GOOG/NYSE_LGF
LAD,Lithia Motors,EOD/LAD,GOOG/NYSE_LAD
LYV,Live Nation Entertainment,EOD/LYV,GOOG/NYSE_LYV
LYG,Lloyds Banking Group Plc,EOD/LYG,GOOG/NYSE_LYG
SCD,LMP Capital and Income Fund Inc.,EOD/SCD,GOOG/NYSE_SCD
TLI,LMP Corporate Loan Fund Inc,EOD/TLI,GOOG/NYSE_TLI
RIT,LMP Real Estate Income Fund Inc,EOD/RIT,GOOG/NYSE_RIT
LMT,Lockheed Martin Corporation,EOD/LMT,GOOG/NYSE_LMT
L,Loews Corporation,EOD/L,GOOG/NYSE_L
LPX,Louisiana-Pacific Corporation,EOD/LPX,GOOG/NYSE_LPX
LOW,Lowe&#39;s Companies,EOD/LOW,GOOG/NYSE_LOW
LXU,Lsb Industries Inc.,EOD/LXU,GOOG/NYSE_LXU
LTC,LTC Properties,EOD/LTC,GOOG/NYSE_LTC
LUB,Luby&#39;s,EOD/LUB,GOOG/NYSE_LUB
LL,Lumber Liquidators Holdings,EOD/LL,GOOG/NYSE_LL
LXFR,Luxfer Holdings PLC,EOD/LXFR,GOOG/NYSE_LXFR
LXFT,Luxoft Holding,EOD/LXFT,GOOG/NYSE_LXFT
LUX,Luxottica Group,EOD/LUX,GOOG/NYSE_LUX
LDL,Lydall,EOD/LDL,GOOG/NYSE_LDL
WLH,Lyon William Homes,EOD/WLH,GOOG/NYSE_WLH
LYB,LyondellBasell Industries NV,EOD/LYB,GOOG/NYSE_LYB
MTB,M&T Bank Corporation,EOD/MTB,GOOG/NYSE_MTB
MTB_WS,M&T Bank Corporation,EOD/MTB_WS,
MTB_,M&T Bank Corporation,,GOOG/NYSE_MTB_
MTB_C,M&T Bank Corporation,,GOOG/NYSE_MTB_C
MDC,M.D.C. Holdings,EOD/MDC,GOOG/NYSE_MDC
MHO,M/I Homes,EOD/MHO,GOOG/NYSE_MHO
MHO_A,M/I Homes,,GOOG/NYSE_MHO_A
MAC,Macerich Company (The),EOD/MAC,GOOG/NYSE_MAC
CLI,Mack-Cali Realty Corporation,EOD/CLI,GOOG/NYSE_CLI
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,EOD/MGU,GOOG/NYSE_MGU
MIC,Macquarie Infrastructure Company,EOD/MIC,GOOG/NYSE_MIC
MFD,Macquarie/First Trust Global,EOD/MFD,GOOG/NYSE_MFD
BMA,Macro Bank Inc.,EOD/BMA,GOOG/NYSE_BMA
M,Macy&#39;s Inc,EOD/M,GOOG/NYSE_M
MCN,Madison Covered Call & Equity Strategy Fund,EOD/MCN,GOOG/NYSE_MCN
MSP,Madison Strategic Sector Premium Fund,EOD/MSP,GOOG/NYSE_MSP
MMP,Magellan Midstream Partners L.P.,EOD/MMP,GOOG/NYSE_MMP
MGA,Magna International,EOD/MGA,GOOG/NYSE_MGA
MX,MagnaChip Semiconductor Corporation,EOD/MX,GOOG/NYSE_MX
MH_A,Maiden Holdings,,GOOG/NYSE_MH_A
MHNA,Maiden Holdings,EOD/MHNA,GOOG/NYSE_MHNA
MHNB,Maiden Holdings,EOD/MHNB,
MHNC,Maiden Holdings,EOD/MHNC,
MAIN,Main Street Capital Corporation,EOD/MAIN,GOOG/NYSE_MAIN
MSCA,Main Street Capital Corporation,EOD/MSCA,
MMD,MainStay DefinedTerm Municipal Opportunities Fund,EOD/MMD,GOOG/NYSE_MMD
MNK,Mallinckrodt plc,EOD/MNK,
MZF,Managed Duration Investment Grade Municipal Fund,EOD/MZF,GOOG/NYSE_MZF
HYF,Managed High Yield Plus Fund,EOD/HYF,GOOG/NYSE_HYF
MANU,Manchester United Ltd.,EOD/MANU,GOOG/NYSE_MANU
MTW,Manitowoc Company,EOD/MTW,GOOG/NYSE_MTW
MN,Manning & Napier,EOD/MN,GOOG/NYSE_MN
MAN,ManpowerGroup,EOD/MAN,GOOG/NYSE_MAN
MFC,Manulife Financial Corp,EOD/MFC,GOOG/NYSE_MFC
MRO,Marathon Oil Corporation,EOD/MRO,GOOG/NYSE_MRO
MPC,Marathon Petroleum Corporation,EOD/MPC,GOOG/NYSE_MPC
MMI,Marcus & Millichap,EOD/MMI,GOOG/NYSE_MMI
MCS,Marcus Corporation (The),EOD/MCS,GOOG/NYSE_MCS
MRIN,Marin Software Incorporated,EOD/MRIN,GOOG/NYSE_MRIN
MHG,Marine Harvest ASA,EOD/MHG,
MPX,Marine Products Corporation,EOD/MPX,GOOG/NYSE_MPX
HZO,MarineMax,EOD/HZO,GOOG/NYSE_HZO
MKL,Markel Corporation,EOD/MKL,GOOG/NYSE_MKL
MWE,MarkWest Energy Partners,EOD/MWE,GOOG/NYSE_MWE
VAC,Marriot Vacations Worldwide Corporation,EOD/VAC,GOOG/NYSE_VAC
MMC,Marsh & McLennan Companies,EOD/MMC,GOOG/NYSE_MMC
MSO,Martha Stewart Living Omnimedia,EOD/MSO,GOOG/NYSE_MSO
MLM,Martin Marietta Materials,EOD/MLM,GOOG/NYSE_MLM
MAS,Masco Corporation,EOD/MAS,GOOG/NYSE_MAS
DOOR,Masonite International Corporation,EOD/DOOR,
MTZ,MasTec,EOD/MTZ,GOOG/NYSE_MTZ
MA,Mastercard Incorporated,EOD/MA,GOOG/NYSE_MA
MTDR,Matador Resources Company,EOD/MTDR,GOOG/NYSE_MTDR
MTRN,Materion Corporation,EOD/MTRN,GOOG/NYSE_MTRN
MATX,Matson,EOD/MATX,GOOG/NYSE_MATX
MLP,Maui Land & Pineapple Company,EOD/MLP,GOOG/NYSE_MLP
MMS,Maximus,EOD/MMS,GOOG/NYSE_MMS
MXL,MaxLinear,EOD/MXL,GOOG/NYSE_MXL
MXPT,MaxPoint Interactive,EOD/MXPT,
MBI,MBIA,EOD/MBI,GOOG/NYSE_MBI
MNI,McClatchy Company (The),EOD/MNI,GOOG/NYSE_MNI
MKC,McCormick & Company,EOD/MKC,GOOG/NYSE_MKC
MKC_V,McCormick & Company,EOD/MKC_V,GOOG/NYSE_MKC_V
MDR,McDermott International,EOD/MDR,GOOG/NYSE_MDR
MCD,McDonald&#39;s Corporation,EOD/MCD,GOOG/NYSE_MCD
MUX,McEwen Mining Inc.,EOD/MUX,GOOG/NYSE_MUX
MHFI,McGraw Hill Financial,EOD/MHFI,GOOG/NYSE_MHFI
MCK,McKesson Corporation,EOD/MCK,GOOG/NYSE_MCK
MDU,MDU Resources Group,EOD/MDU,GOOG/NYSE_MDU
MJN,Mead Johnson Nutrition Company,EOD/MJN,GOOG/NYSE_MJN
MTL,Mechel OAO,EOD/MTL,GOOG/NYSE_MTL
MTL_,Mechel OAO,,GOOG/NYSE_MTL_
MEG,Media General,EOD/MEG,GOOG/NYSE_MEG
MPW,Medical Properties Trust,EOD/MPW,GOOG/NYSE_MPW
MED,MEDIFAST INC,EOD/MED,GOOG/NYSE_MED
MCC,Medley Capital Corporation,EOD/MCC,GOOG/NYSE_MCC
MCQ,Medley Capital Corporation,EOD/MCQ,
MCV,Medley Capital Corporation,EOD/MCV,
MDLY,Medley Management Inc.,EOD/MDLY,
MD,Mednax,EOD/MD,GOOG/NYSE_MD
MDT,Medtronic plc,EOD/MDT,GOOG/NYSE_MDT
MW,Men&#39;s Wearhouse,EOD/MW,GOOG/NYSE_MW
MRK,Merck & Company,EOD/MRK,GOOG/NYSE_MRK
MCY,Mercury General Corporation,EOD/MCY,GOOG/NYSE_MCY
MDP,Meredith Corporation,EOD/MDP,GOOG/NYSE_MDP
MTH,Meritage Corporation,EOD/MTH,GOOG/NYSE_MTH
MTOR,Meritor,EOD/MTOR,GOOG/NYSE_MTOR
MER_D,Merrill Lynch & Co.,,GOOG/NYSE_MER_D
MER_E,Merrill Lynch & Co.,,GOOG/NYSE_MER_E
MER_F,Merrill Lynch & Co.,,GOOG/NYSE_MER_F
MER_K,Merrill Lynch & Co.,,GOOG/NYSE_MER_K
MER_M,Merrill Lynch & Co.,,GOOG/NYSE_MER_M
MER_P,Merrill Lynch & Co.,,GOOG/NYSE_MER_P
PIY,Merrill Lynch Depositor,EOD/PIY,GOOG/NYSE_PIY
MTR,Mesa Royalty Trust,EOD/MTR,GOOG/NYSE_MTR
MSB,Mesabi Trust,EOD/MSB,GOOG/NYSE_MSB
MPG,Metaldyne Performance Group Inc.,EOD/MPG,GOOG/NYSE_MPG
MEI,Methode Electronics,EOD/MEI,GOOG/NYSE_MEI
MET,MetLife,EOD/MET,GOOG/NYSE_MET
MET_A,MetLife,,GOOG/NYSE_MET_A
MTD,Mettler-Toledo International,EOD/MTD,GOOG/NYSE_MTD
MXE,Mexico Equity and Income Fund,EOD/MXE,GOOG/NYSE_MXE
MXF,Mexico Fund,EOD/MXF,GOOG/NYSE_MXF
MFA,MFA Financial,EOD/MFA,GOOG/NYSE_MFA
MFA_B,MFA Financial,,
MFO,MFA Financial,EOD/MFO,
MIL,MFC Industrial Ltd.,EOD/MIL,GOOG/NYSE_MIL
MCR,MFS Charter Income Trust,EOD/MCR,GOOG/NYSE_MCR
MGF,MFS Government Markets Income Trust,EOD/MGF,GOOG/NYSE_MGF
MIN,MFS Intermediate Income Trust,EOD/MIN,GOOG/NYSE_MIN
MMT,MFS Multimarket Income Trust,EOD/MMT,GOOG/NYSE_MMT
MFM,MFS Municipal Income Trust,EOD/MFM,GOOG/NYSE_MFM
MFV,MFS Special Value Trust,EOD/MFV,GOOG/NYSE_MFV
MTG,MGIC Investment Corporation,EOD/MTG,GOOG/NYSE_MTG
MGM,MGM Resorts International,EOD/MGM,GOOG/NYSE_MGM
KORS,Michael Kors Holdings Limited,EOD/KORS,GOOG/NYSE_KORS
MAA,Mid-America Apartment Communities,EOD/MAA,GOOG/NYSE_MAA
MEP,Midcoast Energy Partners,EOD/MEP,GOOG/NYSE_MEP
MSL,MidSouth Bancorp,EOD/MSL,
MPO,Midstates Petroleum Company,EOD/MPO,GOOG/NYSE_MPO
MCRN,Milacron Holdings Corp.,EOD/MCRN,
MLR,Miller Industries,EOD/MLR,GOOG/NYSE_MLR
HIE,Miller/Howard High Income Equity Fund,EOD/HIE,
MR,Mindray Medical International Limited,EOD/MR,GOOG/NYSE_MR
MTX,Minerals Technologies Inc.,EOD/MTX,GOOG/NYSE_MTX
MP_D,Mississippi Power Company,,GOOG/NYSE_MP_D
MG,Mistras Group Inc,EOD/MG,GOOG/NYSE_MG
MTU,Mitsubishi UFJ Financial Group Inc,EOD/MTU,GOOG/NYSE_MTU
MIXT,MiX Telematics Limited,EOD/MIXT,GOOG/NYSE_MIXT
MFG,Mizuho Financial Group,EOD/MFG,GOOG/NYSE_MFG
MBT,Mobile TeleSystems OJSC,EOD/MBT,GOOG/NYSE_MBT
MBLY,Mobileye N.V.,EOD/MBLY,
MODN,Model N,EOD/MODN,GOOG/NYSE_MODN
MOD,Modine Manufacturing Company,EOD/MOD,GOOG/NYSE_MOD
MC,Moelis & Company,EOD/MC,
MHK,Mohawk Industries,EOD/MHK,GOOG/NYSE_MHK
MOH,Molina Healthcare Inc,EOD/MOH,GOOG/NYSE_MOH
TAP,Molson Coors Brewing  Company,EOD/TAP,GOOG/NYSE_TAP
TAP_A,Molson Coors Brewing  Company,EOD/TAP_A,GOOG/NYSE_TAP_A
MNR,Monmouth Real Estate Investment Corporation,EOD/MNR,GOOG/NYSE_MNR
MNR_A,Monmouth Real Estate Investment Corporation,,GOOG/NYSE_MNR_A
MNR_B,Monmouth Real Estate Investment Corporation,,GOOG/NYSE_MNR_B
MORE          ,Monogram Residential Trust,EOD/MORE          ,
MON,Monsanto Company,EOD/MON,GOOG/NYSE_MON
MWW,Monster Worldwide,EOD/MWW,GOOG/NYSE_MWW
MTS,Montgomery Street Income Securities,EOD/MTS,GOOG/NYSE_MTS
MCO,Moody&#39;s Corporation,EOD/MCO,GOOG/NYSE_MCO
MOG_A,Moog Inc.,EOD/MOG_A,GOOG/NYSE_MOG_A
MOG_B,Moog Inc.,EOD/MOG_B,GOOG/NYSE_MOG_B
MS,Morgan Stanley,EOD/MS,GOOG/NYSE_MS
MS_A,Morgan Stanley,,GOOG/NYSE_MS_A
MS_E,Morgan Stanley,,
MS_F,Morgan Stanley,,
MS_G,Morgan Stanley,,
MS_I,Morgan Stanley,,
MSK,Morgan Stanley,EOD/MSK,GOOG/NYSE_MSK
MWG,Morgan Stanley,EOD/MWG,GOOG/NYSE_MWG
MWO,Morgan Stanley,EOD/MWO,GOOG/NYSE_MWO
MWR,Morgan Stanley,EOD/MWR,GOOG/NYSE_MWR
APF,Morgan Stanley Asia-Pacific Fund,EOD/APF,GOOG/NYSE_APF
CAF,Morgan Stanley China A Share Fund Inc.,EOD/CAF,GOOG/NYSE_CAF
MSD,Morgan Stanley Emerging Markets Debt Fund,EOD/MSD,GOOG/NYSE_MSD
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund,EOD/EDD,GOOG/NYSE_EDD
MSF,Morgan Stanley Emerging Markets Fund,EOD/MSF,GOOG/NYSE_MSF
IIF,Morgan Stanley India Investment Fund,EOD/IIF,GOOG/NYSE_IIF
MOS,Mosaic Company (The),EOD/MOS,GOOG/NYSE_MOS
MSI,Motorola Solutions,EOD/MSI,GOOG/NYSE_MSI
MOV,Movado Group Inc.,EOD/MOV,GOOG/NYSE_MOV
MPLX,MPLX LP,EOD/MPLX,GOOG/NYSE_MPLX
MRC,MRC Global Inc.,EOD/MRC,GOOG/NYSE_MRC
ICB,MS Income Securities,EOD/ICB,GOOG/NYSE_ICB
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,EOD/HJV,GOOG/NYSE_HJV
MSA,MSA Safety Incorporporated,EOD/MSA,GOOG/NYSE_MSA
MSM,MSC Industrial Direct Company,EOD/MSM,GOOG/NYSE_MSM
MSCI,MSCI Inc,EOD/MSCI,GOOG/NYSE_MSCI
MSG,MSG Networks Inc.,EOD/MSG,
MSGN,MSG Networks Inc.,EOD/MSGN,
MLI,Mueller Industries,EOD/MLI,GOOG/NYSE_MLI
MWA,MUELLER WATER PRODUCTS,EOD/MWA,GOOG/NYSE_MWA
MPSX,Multi Packaging Solutions International Limited,EOD/MPSX,
MUR,Murphy Oil Corporation,EOD/MUR,GOOG/NYSE_MUR
MUSA,Murphy USA Inc.,EOD/MUSA,GOOG/NYSE_MUSA
MVO,MV Oil Trust,EOD/MVO,GOOG/NYSE_MVO
MVC,MVC Capital,EOD/MVC,GOOG/NYSE_MVC
MVCB,MVC Capital,EOD/MVCB,
MYE,Myers Industries,EOD/MYE,GOOG/NYSE_MYE
NBR,Nabors Industries Ltd.,EOD/NBR,GOOG/NYSE_NBR
NC,NACCO Industries,EOD/NC,GOOG/NYSE_NC
NTP,Nam Tai Property Inc.,EOD/NTP,
NBHC,National Bank Holdings Corporation,EOD/NBHC,GOOG/NYSE_NBHC
NBG,National Bank of Greece SA,EOD/NBG,GOOG/NYSE_NBG
NBG_A,National Bank of Greece SA,,GOOG/NYSE_NBG_A
NFG,National Fuel Gas Company,EOD/NFG,GOOG/NYSE_NFG
NGG,National Grid Transco,EOD/NGG,GOOG/NYSE_NGG
